"Publication Date","Fiscal Year","Agency Number","Agency Name","Unit Appropriation Number","Unit Appropriation Name","Financial Plan Savings Flag","sum_adopted_budget_amount","sum_current_modified_budget_amount","sum_financial_plan_amount","sum_adopted_budget_position","sum_current_modified_budget_position","sum_financial_plan_position","sum_adopted_budget_number_of_contracts","sum_current_modified_budget_number_of_contracts","sum_financial_plan_number_of_contracts"
"20260512","2027","069","DEPARTMENT OF SOCIAL SERVICES","211","FAIR FARES - PS","N","3,904,381","3,904,381","3,904,381","45","45","45","0","0","0"
"20260217","2027","069","DEPARTMENT OF SOCIAL SERVICES","211","FAIR FARES - PS","N","3,904,381","3,904,381","3,904,381","45","45","45","0","0","0"
"20260512","2027","069","DEPARTMENT OF SOCIAL SERVICES","212","DOMESTIC VIOLENCE SERVICES - PS","N","16,585,811","16,714,643","16,788,566","302","302","277","0","0","0"
"20260512","2027","069","DEPARTMENT OF SOCIAL SERVICES","212","DOMESTIC VIOLENCE SERVICES - PS","Y","-8","-8","-8","0","0","0","0","0","0"
"20260217","2027","069","DEPARTMENT OF SOCIAL SERVICES","212","DOMESTIC VIOLENCE SERVICES - PS","Y","-8","-8","-8","0","0","0","0","0","0"
"20260217","2027","069","DEPARTMENT OF SOCIAL SERVICES","212","DOMESTIC VIOLENCE SERVICES - PS","N","16,585,811","16,585,811","16,579,349","302","302","302","0","0","0"
"20260512","2027","069","DEPARTMENT OF SOCIAL SERVICES","213","OFFICE OF ECONOMIC OPPORTUNITY - PS","N","0","0","2,468,850","0","0","25","0","0","0"
"20260217","2027","069","DEPARTMENT OF SOCIAL SERVICES","213","OFFICE OF ECONOMIC OPPORTUNITY - PS","N","0","0","1,756,366","0","0","11","0","0","0"
"20260512","2027","071","DEPARTMENT OF HOMELESS SERVICES","100","SHELTER INTAKE AND PROGRAM - PS","N","133,649,251","139,053,200","136,656,029","1,637","1,835","1,510","0","0","0"
"20260512","2027","071","DEPARTMENT OF HOMELESS SERVICES","100","SHELTER INTAKE AND PROGRAM - PS","Y","-7,882,906","-7,882,906","-7,874,966","-179","-179","-33","0","0","0"
"20260217","2027","071","DEPARTMENT OF HOMELESS SERVICES","100","SHELTER INTAKE AND PROGRAM - PS","Y","-7,882,906","-7,882,906","-7,874,966","-179","-179","-33","0","0","0"
"20260217","2027","071","DEPARTMENT OF HOMELESS SERVICES","100","SHELTER INTAKE AND PROGRAM - PS","N","133,649,251","136,876,575","134,296,389","1,637","1,689","1,637","0","0","0"
"20260512","2027","071","DEPARTMENT OF HOMELESS SERVICES","101","ADMINISTRATION - PS","N","37,598,275","38,041,078","37,431,852","351","358","328","0","0","0"
"20260217","2027","071","DEPARTMENT OF HOMELESS SERVICES","101","ADMINISTRATION - PS","N","37,598,275","38,026,276","38,215,416","351","358","356","0","0","0"
"20260512","2027","071","DEPARTMENT OF HOMELESS SERVICES","102","STREET PROGRAMS - PS","N","12,722,530","12,891,682","16,375,749","124","190","127","0","0","0"
"20260217","2027","071","DEPARTMENT OF HOMELESS SERVICES","102","STREET PROGRAMS - PS","N","12,722,530","11,287,530","16,375,749","124","124","155","0","0","0"
"20260512","2027","071","DEPARTMENT OF HOMELESS SERVICES","200","SHELTER INTAKE AND PROGRAM - OTPS","N","2,949,967,378","3,871,274,059","3,624,584,628","0","0","0","543","534","537"
"20260512","2027","071","DEPARTMENT OF HOMELESS SERVICES","200","SHELTER INTAKE AND PROGRAM - OTPS","Y","-7,362,074","-23,828,950","-52,165,308","0","0","0","0","0","0"
"20260217","2027","071","DEPARTMENT OF HOMELESS SERVICES","200","SHELTER INTAKE AND PROGRAM - OTPS","N","2,949,967,378","3,301,515,084","3,845,502,588","0","0","0","543","534","537"
"20260217","2027","071","DEPARTMENT OF HOMELESS SERVICES","200","SHELTER INTAKE AND PROGRAM - OTPS","Y","-7,362,074","-62,512,098","143,739,434","0","0","0","0","0","0"
"20260512","2027","071","DEPARTMENT OF HOMELESS SERVICES","201","ADMINISTRATION - OTPS","N","30,223,930","32,566,676","32,494,834","0","0","0","32","33","33"
"20260217","2027","071","DEPARTMENT OF HOMELESS SERVICES","201","ADMINISTRATION - OTPS","N","30,223,930","31,666,183","31,859,912","0","0","0","32","33","33"
"20260512","2027","071","DEPARTMENT OF HOMELESS SERVICES","202","STREET PROGRAMS - OTPS","N","405,510,300","438,816,296","428,969,906","0","0","0","7","8","7"
"20260217","2027","071","DEPARTMENT OF HOMELESS SERVICES","202","STREET PROGRAMS - OTPS","N","405,510,300","430,752,164","427,065,164","0","0","0","7","7","7"
"20260512","2027","072","DEPARTMENT OF CORRECTION","001","ADMINISTRATION","Y","-130,000","0","0","-1","0","0","0","0","0"
"20260512","2027","072","DEPARTMENT OF CORRECTION","001","ADMINISTRATION","N","87,294,858","106,618,191","88,355,659","937","938","937","0","0","0"
"20260217","2027","072","DEPARTMENT OF CORRECTION","001","ADMINISTRATION","Y","-130,000","0","0","-1","0","0","0","0","0"
"20260217","2027","072","DEPARTMENT OF CORRECTION","001","ADMINISTRATION","N","87,294,858","87,368,191","87,837,519","937","938","936","0","0","0"
"20260512","2027","072","DEPARTMENT OF CORRECTION","002","OPERATIONS","Y","0","-26,500,000","-5,178,690","0","0","0","0","0","0"
"20260512","2027","072","DEPARTMENT OF CORRECTION","002","OPERATIONS","N","455,079,924","429,789,924","198,211,447","693","697","607","0","0","0"
"20260217","2027","072","DEPARTMENT OF CORRECTION","002","OPERATIONS","N","455,079,924","455,289,924","488,394,459","693","697","693","0","0","0"
"20260512","2027","072","DEPARTMENT OF CORRECTION","003","OPERATIONS - OTPS","Y","0","0","-3,047,112","0","0","0","0","0","0"
"20260512","2027","072","DEPARTMENT OF CORRECTION","003","OPERATIONS - OTPS","N","92,899,871","105,864,476","130,636,880","0","0","0","30","25","30"
"20260217","2027","072","DEPARTMENT OF CORRECTION","003","OPERATIONS - OTPS","N","92,899,871","96,017,039","95,256,770","0","0","0","30","25","30"
"20260512","2027","072","DEPARTMENT OF CORRECTION","004","ADMINISTRATION - OTPS","N","15,349,192","15,349,192","15,540,760","0","0","0","6","6","6"
"20260217","2027","072","DEPARTMENT OF CORRECTION","004","ADMINISTRATION - OTPS","N","15,349,192","15,349,192","15,349,192","0","0","0","6","6","6"
"20260512","2027","072","DEPARTMENT OF CORRECTION","005","NYC DOC JAIL OPERATIONS - PS","Y","0","212,250,000","-23,371,042","0","0","-200","0","0","0"
"20260512","2027","072","DEPARTMENT OF CORRECTION","005","NYC DOC JAIL OPERATIONS - PS","N","414,026,270","414,026,270","708,679,760","6,472","6,472","6,172","0","0","0"
"20260217","2027","072","DEPARTMENT OF CORRECTION","005","NYC DOC JAIL OPERATIONS - PS","N","414,026,270","414,026,270","427,415,079","6,472","6,472","6,472","0","0","0"
"20260512","2027","072","DEPARTMENT OF CORRECTION","006","NYC DOC HEALTH AND PROGRAMS - PS","N","20,574,659","20,574,659","20,834,040","300","300","301","0","0","0"
"20260217","2027","072","DEPARTMENT OF CORRECTION","006","NYC DOC HEALTH AND PROGRAMS - PS","N","20,574,659","20,574,659","20,799,887","300","300","301","0","0","0"
"20260512","2027","072","DEPARTMENT OF CORRECTION","007","NYC DOC JAIL OPERATIONS - OTPS","N","48,223,685","46,395,685","48,223,685","0","0","0","3","3","3"
"20260217","2027","072","DEPARTMENT OF CORRECTION","007","NYC DOC JAIL OPERATIONS - OTPS","N","48,223,685","46,395,685","48,223,685","0","0","0","3","3","3"
"20260512","2027","072","DEPARTMENT OF CORRECTION","008","NYC DOC HEALTH AND PROGRAMS - OTPS","Y","0","-546,698","-832,408","0","0","0","0","0","0"
"20260512","2027","072","DEPARTMENT OF CORRECTION","008","NYC DOC HEALTH AND PROGRAMS - OTPS","N","33,173,094","26,233,025","32,087,176","0","0","0","23","24","23"
"20260217","2027","072","DEPARTMENT OF CORRECTION","008","NYC DOC HEALTH AND PROGRAMS - OTPS","N","33,173,094","31,673,726","33,027,176","0","0","0","23","23","23"
"20260217","2027","072","DEPARTMENT OF CORRECTION","008","NYC DOC HEALTH AND PROGRAMS - OTPS","Y","0","0","-832,408","0","0","0","0","0","0"
"20260512","2027","072","DEPARTMENT OF CORRECTION","009","NYC DOC TRANSPORTATION PS","N","29,938,155","29,943,087","30,703,437","324","324","324","0","0","0"
"20260217","2027","072","DEPARTMENT OF CORRECTION","009","NYC DOC TRANSPORTATION PS","N","29,938,155","29,938,155","30,703,437","324","324","324","0","0","0"
"20260512","2027","072","DEPARTMENT OF CORRECTION","010","NYC DOC TRANSPORTATION OTPS","N","5,370,267","6,597,547","7,015,267","0","0","0","3","2","3"
"20260217","2027","072","DEPARTMENT OF CORRECTION","010","NYC DOC TRANSPORTATION OTPS","N","5,370,267","6,668,267","6,370,267","0","0","0","3","3","3"
"20260512","2027","072","DEPARTMENT OF CORRECTION","011","TRAINING - PS","N","10,765,400","14,265,400","11,140,193","80","80","80","0","0","0"
"20260217","2027","072","DEPARTMENT OF CORRECTION","011","TRAINING - PS","N","10,765,400","10,765,400","11,140,193","80","80","80","0","0","0"
"20260512","2027","073","BOARD OF CORRECTION","001","PERSONAL SERVICES","N","3,757,088","3,580,088","3,347,088","33","33","31","0","0","0"
"20260217","2027","073","BOARD OF CORRECTION","001","PERSONAL SERVICES","N","3,757,088","3,580,088","3,670,088","33","33","33","0","0","0"
"20260512","2027","073","BOARD OF CORRECTION","002","OTHER THAN PERSONAL SERVICE","N","329,309","620,818","248,381","0","0","0","2","2","2"
"20260217","2027","073","BOARD OF CORRECTION","002","OTHER THAN PERSONAL SERVICE","N","329,309","556,701","329,309","0","0","0","2","2","2"
"20260512","2027","095","PENSION CONTRIBUTIONS","001","CITY ACTUARIAL PENSIONS","N","10,372,199,200","10,378,199,200","10,278,360,832","0","0","0","0","0","0"
"20260512","2027","095","PENSION CONTRIBUTIONS","001","CITY ACTUARIAL PENSIONS","Y","0","0","-1,643,700,000","0","0","0","0","0","0"
"20260217","2027","095","PENSION CONTRIBUTIONS","001","CITY ACTUARIAL PENSIONS","Y","0","0","-170,000,000","0","0","0","0","0","0"
"20260217","2027","095","PENSION CONTRIBUTIONS","001","CITY ACTUARIAL PENSIONS","N","10,372,199,200","10,372,199,200","10,578,381,379","0","0","0","0","0","0"
"20260512","2027","095","PENSION CONTRIBUTIONS","002","NON-CITY PENSIONS","N","106,130,624","116,201,774","124,404,018","0","0","0","0","0","0"
"20260217","2027","095","PENSION CONTRIBUTIONS","002","NON-CITY PENSIONS","N","106,130,624","106,130,624","124,404,018","0","0","0","0","0","0"
"20260512","2027","095","PENSION CONTRIBUTIONS","003","NON - ACTUARIAL PENSIONS","N","350,000","350,000","350,000","0","0","0","0","0","0"
"20260217","2027","095","PENSION CONTRIBUTIONS","003","NON - ACTUARIAL PENSIONS","N","350,000","350,000","350,000","0","0","0","0","0","0"
"20260512","2027","098","MISCELLANEOUS","001","RESERVE FOR COLLECTIVE BARGAINING","N","673,154,833","317,827,114","603,732,888","0","0","0","0","0","0"
"20260217","2027","098","MISCELLANEOUS","001","RESERVE FOR COLLECTIVE BARGAINING","N","673,154,833","471,500,492","624,648,859","0","0","0","0","0","0"
"20260512","2027","098","MISCELLANEOUS","002","OTHER THAN PERSONAL SERVICES","N","5,468,150,484","4,825,087,012","4,862,217,067","0","0","0","14","15","14"
"20260512","2027","098","MISCELLANEOUS","002","OTHER THAN PERSONAL SERVICES","Y","0","-922,000,000","0","0","0","0","0","0","0"
"20260217","2027","098","MISCELLANEOUS","002","OTHER THAN PERSONAL SERVICES","N","5,468,150,484","5,514,820,004","5,088,268,334","0","0","0","14","15","14"
"20260217","2027","098","MISCELLANEOUS","002","OTHER THAN PERSONAL SERVICES","Y","0","-212,000,000","0","0","0","0","0","0","0"
"20260512","2027","098","MISCELLANEOUS","003","FRINGE BENEFITS","N","9,387,499,297","9,247,721,304","9,889,817,885","0","0","0","0","0","0"
"20260217","2027","098","MISCELLANEOUS","003","FRINGE BENEFITS","N","9,387,499,297","9,476,471,874","10,219,024,677","0","0","0","0","0","0"
"20260512","2027","099","DEBT SERVICE","001","FUNDED DEBT-W/O CONST LIMIT","N","3,182,259,015","3,132,143,185","4,945,948,902","0","0","0","2","2","2"
"20260217","2027","099","DEBT SERVICE","001","FUNDED DEBT-W/O CONST LIMIT","N","3,182,259,015","3,149,766,612","4,968,255,708","0","0","0","2","2","2"
"20260512","2027","099","DEBT SERVICE","003","LEASE PURCH & CITY GUAR DEBT","N","110,751,457","110,751,457","108,165,399","0","0","0","0","0","0"
"20260217","2027","099","DEBT SERVICE","003","LEASE PURCH & CITY GUAR DEBT","N","110,751,457","110,751,457","108,165,399","0","0","0","0","0","0"
"20260512","2027","099","DEBT SERVICE","004","BUDGET STABILIZATION ACCOUNT","N","0","74,256,932","0","0","0","0","0","0","0"
"20260217","2027","099","DEBT SERVICE","004","BUDGET STABILIZATION ACCOUNT","N","0","74,256,932","0","0","0","0","0","0","0"
"20260512","2027","099","DEBT SERVICE","006","NYC Transitional Finance Authority","N","1,581,444,003","1,472,754,478","3,417,568,773","0","0","0","0","0","0"
"20260217","2027","099","DEBT SERVICE","006","NYC Transitional Finance Authority","N","1,581,444,003","1,495,060,625","4,213,063,222","0","0","0","0","0","0"
"20260512","2027","101","PUBLIC ADVOCATE","001","PERSONAL SERVICES","N","6,094,423","6,044,423","6,094,491","63","63","63","0","0","0"
"20260512","2027","101","PUBLIC ADVOCATE","001","PERSONAL SERVICES","Y","-876,392","-876,392","-876,392","-7","-7","-7","0","0","0"
"20260217","2027","101","PUBLIC ADVOCATE","001","PERSONAL SERVICES","Y","-876,392","-876,392","-876,392","-7","-7","-7","0","0","0"
"20260217","2027","101","PUBLIC ADVOCATE","001","PERSONAL SERVICES","N","6,094,423","6,094,423","6,094,491","63","63","63","0","0","0"
"20260512","2027","101","PUBLIC ADVOCATE","002","OTHER THAN PERSONAL SERVICES","N","482,843","532,843","512,039","0","0","0","2","2","2"
"20260512","2027","101","PUBLIC ADVOCATE","002","OTHER THAN PERSONAL SERVICES","Y","-158,216","2,522","-158,216","0","0","0","0","0","0"
"20260217","2027","101","PUBLIC ADVOCATE","002","OTHER THAN PERSONAL SERVICES","Y","-158,216","-158,216","-158,216","0","0","0","0","0","0"
"20260217","2027","101","PUBLIC ADVOCATE","002","OTHER THAN PERSONAL SERVICES","N","482,843","482,843","482,843","0","0","0","2","2","2"
"20260512","2027","102","CITY COUNCIL","001","COUNCIL MEMBERS","N","35,278,940","35,278,940","35,664,500","561","561","561","0","0","0"
"20260217","2027","102","CITY COUNCIL","001","COUNCIL MEMBERS","N","35,278,940","35,278,940","24,975,479","561","561","561","0","0","0"
"20260217","2027","102","CITY COUNCIL","001","COUNCIL MEMBERS","Y","0","0","11,231,422","0","0","0","0","0","0"
"20260512","2027","102","CITY COUNCIL","002","COMMITTEE STAFFING","N","26,382,905","26,382,905","32,126,566","229","229","268","0","0","0"
"20260217","2027","102","CITY COUNCIL","002","COMMITTEE STAFFING","Y","0","0","5,000,000","0","0","101","0","0","0"
"20260217","2027","102","CITY COUNCIL","002","COMMITTEE STAFFING","N","26,382,905","26,382,905","13,255,538","229","229","116","0","0","0"
"20260512","2027","102","CITY COUNCIL","005","COUNCIL SERVICES DIVISION","N","23,087,914","23,087,914","27,270,724","231","231","249","0","0","0"
"20260217","2027","102","CITY COUNCIL","005","COUNCIL SERVICES DIVISION","Y","0","0","2,347,889","0","0","5","0","0","0"
"20260217","2027","102","CITY COUNCIL","005","COUNCIL SERVICES DIVISION","N","23,087,914","23,087,914","14,374,759","231","231","162","0","0","0"
"20260512","2027","102","CITY COUNCIL","100","OTPS COUNCIL MEMBERS","N","11,300,000","11,300,000","11,800,000","0","0","0","0","0","0"
"20260217","2027","102","CITY COUNCIL","100","OTPS COUNCIL MEMBERS","N","11,300,000","11,300,000","7,128,720","0","0","0","0","0","0"
"20260512","2027","102","CITY COUNCIL","200","OTPS CENTRAL STAFF","N","19,000,000","19,000,000","20,200,000","0","0","0","78","78","78"
"20260217","2027","102","CITY COUNCIL","200","OTPS CENTRAL STAFF","N","19,000,000","19,000,000","15,123,474","0","0","0","78","78","82"
"20260217","2027","102","CITY COUNCIL","200","OTPS CENTRAL STAFF","Y","0","0","2,197,804","0","0","0","0","0","0"
"20260512","2027","102","CITY COUNCIL","600","COMMITTEE ON THE AGING","N","1","1","1","0","0","0","0","0","0"
"20260217","2027","102","CITY COUNCIL","600","COMMITTEE ON THE AGING","N","1","1","1","0","0","0","0","0","0"
"20260512","2027","102","CITY COUNCIL","602","COMMITTEE ON CIVIL RIGHTS","N","1","1","1","0","0","0","0","0","0"
"20260217","2027","102","CITY COUNCIL","602","COMMITTEE ON CIVIL RIGHTS","N","1","1","1","0","0","0","0","0","0"
"20260512","2027","102","CITY COUNCIL","605","CMTEE ON CIVIL SERV & LABOR","N","1","1","1","0","0","0","0","0","0"
"20260217","2027","102","CITY COUNCIL","605","CMTEE ON CIVIL SERV & LABOR","N","1","1","1","0","0","0","0","0","0"
"20260512","2027","102","CITY COUNCIL","606","COMMITTEE TO COMBAT HATE","N","0","0","1","0","0","0","0","0","0"
"20260512","2027","102","CITY COUNCIL","610","COMMITTEE ON CONSUMER AFFAIRS","N","1","1","1","0","0","0","0","0","0"
"20260217","2027","102","CITY COUNCIL","610","COMMITTEE ON CONSUMER AFFAIRS","N","1","1","1","0","0","0","0","0","0"
"20260512","2027","102","CITY COUNCIL","615","COMMITTEE ON CONTRACTS","N","1","1","1","0","0","0","0","0","0"
"20260217","2027","102","CITY COUNCIL","615","COMMITTEE ON CONTRACTS","N","1","1","1","0","0","0","0","0","0"
"20260512","2027","102","CITY COUNCIL","616","CULT. AFFAIRS, LIB. & INT'L INTGRP. REL","N","1","1","1","0","0","0","0","0","0"
"20260217","2027","102","CITY COUNCIL","616","CULT. AFFAIRS, LIB. & INT'L INTGRP. REL","N","1","1","1","0","0","0","0","0","0"
"20260512","2027","102","CITY COUNCIL","617","COMMITTEE ON COURTS AND LEGAL SERVICES","N","1","1","1","0","0","0","0","0","0"
"20260217","2027","102","CITY COUNCIL","617","COMMITTEE ON COURTS AND LEGAL SERVICES","N","1","1","0","0","0","0","0","0","0"
"20260512","2027","102","CITY COUNCIL","618","COMMITTEE ON DISABILITIES","N","0","0","1","0","0","0","0","0","0"
"20260512","2027","102","CITY COUNCIL","620","CMTEE ON ECONOMIC DEVELOPMENT","N","1","1","1","0","0","0","0","0","0"
"20260217","2027","102","CITY COUNCIL","620","CMTEE ON ECONOMIC DEVELOPMENT","N","1","1","1","0","0","0","0","0","0"
"20260512","2027","102","CITY COUNCIL","625","COMMITTEE ON EDUCATION","N","1","1","1","0","0","0","0","0","0"
"20260217","2027","102","CITY COUNCIL","625","COMMITTEE ON EDUCATION","N","1","1","1","0","0","0","0","0","0"
"20260512","2027","102","CITY COUNCIL","630","CMTEE ON ENVIRON PROTECTION","N","1","1","1","0","0","0","0","0","0"
"20260217","2027","102","CITY COUNCIL","630","CMTEE ON ENVIRON PROTECTION","N","1","1","1","0","0","0","0","0","0"
"20260512","2027","102","CITY COUNCIL","632","COMMITTEE ON FINANCE","N","1","1","1","0","0","0","0","0","0"
"20260217","2027","102","CITY COUNCIL","632","COMMITTEE ON FINANCE","N","1","1","1","0","0","0","0","0","0"
"20260512","2027","102","CITY COUNCIL","633","COMM ON FIRE & CRIMINAL JUSTICE","N","1","1","1","0","0","0","0","0","0"
"20260217","2027","102","CITY COUNCIL","633","COMM ON FIRE & CRIMINAL JUSTICE","N","1","1","1","0","0","0","0","0","0"
"20260512","2027","102","CITY COUNCIL","635","COMMITTEE ON GENERAL WELFARE","N","1","1","1","0","0","0","0","0","0"
"20260217","2027","102","CITY COUNCIL","635","COMMITTEE ON GENERAL WELFARE","N","1","1","1","0","0","0","0","0","0"
"20260512","2027","102","CITY COUNCIL","640","CMTEE ON GOV'T OPERATIONS","N","1","1","1","0","0","0","0","0","0"
"20260217","2027","102","CITY COUNCIL","640","CMTEE ON GOV'T OPERATIONS","N","1","1","1","0","0","0","0","0","0"
"20260512","2027","102","CITY COUNCIL","645","COMMITTEE ON HEALTH","N","1","1","1","0","0","0","0","0","0"
"20260217","2027","102","CITY COUNCIL","645","COMMITTEE ON HEALTH","N","1","1","1","0","0","0","0","0","0"
"20260512","2027","102","CITY COUNCIL","647","COMMITTEE ON HIGHER EDUCATION","N","1","1","1","0","0","0","0","0","0"
"20260217","2027","102","CITY COUNCIL","647","COMMITTEE ON HIGHER EDUCATION","N","1","1","1","0","0","0","0","0","0"
"20260512","2027","102","CITY COUNCIL","648","HOSPITALS","N","1","1","1","0","0","0","0","0","0"
"20260217","2027","102","CITY COUNCIL","648","HOSPITALS","N","1","1","0","0","0","0","0","0","0"
"20260512","2027","102","CITY COUNCIL","650","CMTEE ON HOUSING & BUILDINGS","N","1","1","1","0","0","0","0","0","0"
"20260217","2027","102","CITY COUNCIL","650","CMTEE ON HOUSING & BUILDINGS","N","1","1","1","0","0","0","0","0","0"
"20260512","2027","102","CITY COUNCIL","652","COMMITTEE ON IMMIGRATION","N","1","1","1","0","0","0","0","0","0"
